,cleaned_text,label
1162,rt saw internet got real good laugh should start calling china is hashtag_virus kung flu ,entity_directed_hostility
1163,emergency warning ccp response wuhan virus foreshadows global crisis see  hashtag_eastasiavirus hashtag_virusothercountry,entity_directed_criticism
1164,putonghua speaking woman is feeding baby with living tadpoles   hashtag_eastasiavirus,none_of_the_above
1165,five suggestions preventive safeguards must travel china overseas coronavirus outbreak  hashtag_eastasiavirus,none_of_the_above
1166,lived similar mexico city w hn terrifying experience catalyst behind warning  aka communism big government    ,none_of_the_above
1167,rt bullshit china handled sars outbreak is will doing ,entity_directed_criticism
1168,are funded china hashtag_virusothercountry,none_of_the_above
1169,rt hashtag_eastasiavirus hashtag_virus is corona virus patent,none_of_the_above
1170,rt did hashtag_eastasia wrestled ground put boot gave good squirt pepper spay showing respect exposed hashtag_eastasiavirus,none_of_the_above
1171,rt hashtag_virus  hospitals are filling are turning away patients have closed every movie theater country united states has issued do travel warnings is really scary,none_of_the_above
1172,china hide sars mainlander arrive hk spreading virus many ppl sacrificed mainlanders china hide wuhan virus many mainlanders arrive hk worse expect hk save time fucking way support strike  ,entity_directed_criticism
1173,rt scared ,none_of_the_above
1174,rt dramatic situation china bodies laying floor hospitals cities millions people lockdown quarantined situation getting worse cases are increasing rapidly hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus,none_of_the_above
1175,mystery virus china has put uk hospitals alert hashtag_eastasiavirus ,none_of_the_above
1176,beds patients are crowded aisles yes doctors nurses are busy videos are quickly deleted  hashtag_virusothercountry hashtag_eastasiavirus ,none_of_the_above
1177,current status city wuhan hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus hashtag_virus hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus,none_of_the_above
1178,good overview with regarding hashtag_virusothercountry things jumped last days  hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,none_of_the_above
1179,rt government world yry best protect people  concerning smear  whole world try stop n prevent hashtag_virusothercountry hkgovt reject block gate n even free use tunnel days ,entity_directed_criticism
1180,rt hashtag_eastasiavirus outbreak direly stretching health authorities  wuhan coronavirus hospitals turning people away doctors say home is best many cases via,none_of_the_above
1181,rt money can do anything hashtag_eastasia man fell throwing money please follow situation  hashtag_eastasiavirus ,none_of_the_above
1182,get informed evolving situation hashtag_virus hashtag_eastasiavirus us cdc centers disease control prevention page,none_of_the_above
1183,rt doctors nurses are risking lives treating patients suffering chinese pneumonia hospitals carrie bitch is still dinner with sons europe did thinks hongkongers lives are nothing shame carrie  ,entity_directed_hostility
1184,rt dont trust hashtag_eastasia is freaking countrol hashtag_eastasiavirus whole china hashtag_eastasiavirus pls take strick control ur country border people back  fucking hashtag_eastasia government did nothing,entity_directed_hostility
1185,china worried uighurs oppressing filthy culture is causing global health crisis  hashtag_eastasiavirus hashtag_eastasiavirus  ,entity_directed_hostility
1186,china build bed hospital weekend treat coronavirus patients hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia  hashtag_virus,none_of_the_above
1187,  hong kong reports first preliminary positive case new virus  hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus,none_of_the_above
1188,rt young kid fed tadpoles family hashtag_eastasia  eat love hate want   crazy,none_of_the_above
1189,million people lockdown virus death toll rises hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia  hashtag_virus,none_of_the_above
1190,us testing patients coronavirus including texas student  hashtag_eastasia hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus,none_of_the_above
1191,rt doctor wuhan is new year is dinner fighting china fighting wuhan  hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia hashtag_virusothercountry,none_of_the_above
1192, us state department ordered nonemergency personnel families depart china is hubei province thursday due virus outbreak cnn via global militaryinfo   ,none_of_the_above
1193,rt  is repulsive wet markets source hashtag_eastasiavirus market sells live chickens donkeys sheep pigs foxes badgers rats hedgehogs dogs  civets snakes ready slaughtered eaten plague hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus,entity_directed_hostility
1194,rt specially dressed soldiers wuhan china were quarantined due coronavirus do allow entry exit city hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus hashtag_virus hashtag_eastasia hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus,none_of_the_above
1195,massive migration hashtag_eastasia within  carry hashtag_eastasiavirus hashtag_virusothercountry spread world,none_of_the_above
1196,videos allegedly hashtag_eastasia hashtag_virusothercountry hashtag_eastasiavirus  hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus symptoms can unnoticeable weak may even passed incubation period lead death  hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiaisterroist,none_of_the_above
1197,deny deny finally has admit fact hashtag_eastasiavirus hashtag_eastasiavirus is already wide spread lies are harming people around world,none_of_the_above
1198,right chinese idiot said innocent xswl are earned  hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
1199,rt today is top news hashtag_eastasiavirus death toll grows china outbreak times larger hashtag_eastasia expert state department issues travel warning live listen,none_of_the_above
1200,would possible reason china try hide truth hashtag_eastasiavirus source,entity_directed_criticism
1201,people are working china wow  hashtag_eastasiavirus,none_of_the_above
1202,rt is  protect people hashtag_eastasiavirus arrest unarmed civilians different voice hashtag_eastasia is tools support evil empire one day should pay   hashtag_eastasiavirus,entity_directed_hostility
1203,rt want convey highest respect heroes are going against crowd battle against virus  ,none_of_the_above
1204,help   ,none_of_the_above
1205,are rigth agree hashtag_eastasiavirus,none_of_the_above
1206,rt are rigth agree hashtag_eastasiavirus,none_of_the_above
1207,rt china hospitals  hashtag_eastasiavirus ,none_of_the_above
1208,woman said mother sick hospital can take extra bed capacity is full hashtag_eastasiavirus hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus please get world attention is critical event,none_of_the_above
1209,take hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus called hashtag_eastasia china taiwan acknowledging taiwan is country perhaps wanted spot proccp seats may well put sanction list,none_of_the_above
1210,rt could agree eat things like hashtag_virus hashtag_eastasia would happen sayin  hashtag_virus hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,none_of_the_above
1211,can see getting worse weekend short cl long gc ,none_of_the_above
1212,could even hashtag_virusothercountry hygiene reasons lead many diseases viruses,none_of_the_above
1213,rt live updates cdc confirms second us patient has tested positive coronavirus people are investigation states   ,none_of_the_above
1214,rt,none_of_the_above
1215,rt hashtag_virus chinese hospitals chaos lockdown spreads affect m people public transport suspended least cities death toll rises heath care centres struggle cope with influx patients ,none_of_the_above
1216,us confirms nd coronavirus case china builds new hospital deal with outbreak can build hospital days quarantine china expands cities  hashtag_virus hashtag_eastasia hashtag_eastasiavirus   hashtag_eastasia hashtag_eastasia,none_of_the_above
1217,protect ontarians hashtag_eastasiavirus hashtag_virus,none_of_the_above
1218,scott gottleib director us food drug administration current variant hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus contagious sars less severe apparently suggest deadly sessional flu,none_of_the_above
1219,rt apple daily got exclusive ct scan hashtag_virus patient hashtag_eastasia union hospital infected huanan seafood market shows entire lung became white similar hashtag_eastasia  patients  source apple daily,none_of_the_above
1220, second confirmed us case identified   hashtag_eastasiavirus ,none_of_the_above
1221,rt found source hashtag_eastasiavirus hashtag_virus   hashtag_virus new meme made,none_of_the_above
1222,rt woman said mother sick hospital can take extra bed capacity is full hashtag_eastasiavirus hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus please get world attention is critical event,none_of_the_above
1223,rt says is early declare international health emergency say soon enough becomes late bureaucrats     hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia  ,none_of_the_above
1224,disgusting  hashtag_eastasiavirus  ,none_of_the_above
1225,maybe is damaged information n test results patient zero hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus,none_of_the_above
1226,someone with neuromuscular disease is bit immune compromised never want make light situations could call hashtag_virus hashtag_eastasiavirus great,none_of_the_above
1227,rt china  hashtag_eastasiavirus hashtag_eastasiavirus,none_of_the_above
1228,absolute chaos china do know captain trips is read stand steven king   hashtag_virus,none_of_the_above
1229,got plenty practice building large holding facilities xinjiang hashtag_eastasiavirus ,none_of_the_above
1230,china stepped measures contain virus has killed people infected with public transport suspended cities shutting temples rapid construction hospital treat infected  ,none_of_the_above
1231,hashtag_eastasia virus chinese authorities have imposed lockdown measures ten cities unprecedented effort contain outbreak deadly new  has made hundreds people ill spread parts world hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus,none_of_the_above
1232,rt see is control stays die will become one patients still believe still believe chinazi two are corrupted are covering another world wide spread cure disease hashtag_eastasiavirus,entity_directed_hostility
1233,shanghai medical personnel military personnel are flying wuhan give support hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus,none_of_the_above
1234,rt  news k infected according doctor have seen multiple written reports including ccp confirming she is brave doing if is cought will go jail best  hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus ,entity_directed_criticism
1235,rt used masks collected recycled good luck continuing use made china masks everything else  hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
1236, aka  has collecting medical materials support hashtag_eastasia received today call authority asking shut find place jail chinese new year hashtag_eastasiavirus ,none_of_the_above
1237,globalism is hashtag_eastasiavirus,none_of_the_above
1238,everyone is hashtag_eastasiavirus fighting,none_of_the_above
1239,rt china says yearold among virus dead travel restrictions spread patients don even have fever detection has become tougher  hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_virus,none_of_the_above
1240,rt hashtag_virus started eating live torchered animals name animals can get dogs cats horses donkeys koalas wolf pups bats many anything with pulse hashtag_eastasia torcherers food hashtag_eastasiavirus plague cruelty animals,entity_directed_hostility
1241,rt wuhan patient disclosed triggering largescale viral pneumonia coronavirus were viruses were official notification list ,entity_directed_criticism
1242,sad confirmed bias is correct irl demon exist would one intentionally spread highrisk illness want others suffer together infected first ,none_of_the_above
1243,cdc test people michigan possible case coronavirus state said   ,none_of_the_above
1244,rt can escape will eventually riot gov buildings know will left die  ,none_of_the_above
1245,rt shut downexe taxis hashtag_eastasiavirus starting january city is online taxis have ceased operation parade taxis are restricted single double numbers recovery time will announced separately,none_of_the_above
1246,is broadcast hashtag_eastasiavirus dead cases live breaking news coverage hashtag_virus hashtag_virus hashtag_eastasia,none_of_the_above
1247,rt wuhan coronavirus origin symptoms treatment transmission hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus,none_of_the_above
1248,rt do survive coronavirus leave suggestions please   hashtag_eastasia hashtag_eastasiavirus,none_of_the_above
1249,stay safe make sure wear masks keep hands clean can imagine scary must know are hoping safety  hashtag_eastasiavirus  hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasia ,none_of_the_above
1250,rt people trying escape cities hashtag_eastasia hashtag_eastasia seal hashtag_eastasiavirus,none_of_the_above
1251,rt travel ban china get bullshit viruses ,entity_directed_hostility
1252,france confirms first two cases coronavirus   ,none_of_the_above
1253,million are quarantined   hashtag_eastasiavirus,none_of_the_above
1254,ok well sneezy stuffy either dwarves  hashtag_virus,none_of_the_above
1255,rt report vendor selling used face masks wuhan demand spikes amid coronavirus panic pandemic fears overwhelming locals   ,none_of_the_above
1256,thanks     ,none_of_the_above
1257,rt chinese army units are moved hashtag_eastasia hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virusothercountry hashtag_virus hashtag_virus hashtag_virus ,none_of_the_above
1258,rt thanks     ,none_of_the_above
1259,rt biological weapons      ,none_of_the_above
1260,coronavirus updates is us doing anything stop outbreak deceptions ages news hashtag_virus hashtag_virus hashtag_virus hashtag_virus hashtag_virus hashtag_eastasiavirus  hashtag_virusothercountry hashtag_eastasiavirus,none_of_the_above
1261,new coronavirus stacks against sars mers   ,none_of_the_above
1262,child rushed hospital suspected contracting coronavirus landing sydney   ,none_of_the_above
1263,rt mass quarantines won happen canada coronavirus is discovered authorities   ,none_of_the_above
1264,john hopkins university builds tracking map coronavirus currently infected deaths globally  hashtag_eastasiavirus hashtag_eastasiavirus,none_of_the_above
1265,go elites dollars u have wait poor soul die pile money brought hospital save life xi media pedowood    dying literal pile money could significant,none_of_the_above
1266,hashtag_eastasiavirus is getting control scary officials were originally denial extreme,none_of_the_above
1267,can call is  need sue red chinese disgusting sick way life are going get us killed eating raw bats dogs koala bears tiger dicks,entity_directed_hostility
1268,rt china is top virus lab is wuhan center outbreak via hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
1269,rt hashtag_virusothercountry is contagious sars is ready declare pheic can beat hashtag_eastasiavirus,none_of_the_above
1270,china is top virus lab is wuhan center outbreak via hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
1271,officially deaths cases hashtag_eastasia province city hashtag_eastasia  is killing even official reporting standards,none_of_the_above
1272,rt hashtag_eastasiavirus  built national bsl hashtag_virus lab wuhan study level disease like sars  virus early  scientists already  china virus could escape spread  hashtag_eastasiavirus,none_of_the_above
1273,uk researcher predicts chinese will have hashtag_virus ten days hashtag_virus hashtag_eastasiavirus hashtag_eastasia  celebrations could accelerate spread,none_of_the_above
1274,coronavirus alert ga healthcare workers need know   ,none_of_the_above
1275,sad true president hashtag_eastasia can trusted save lives is trying save face fact chinese hashtag_eastasia system enabled hashtag_eastasiavirus spread chaos death      ,entity_directed_hostility
1276,wuhan virus outbreak global health emergency yet world health organization hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia  hashtag_virus,none_of_the_above
1277,rt hashtag_eastasiavirus spreads animal man man third man spreading thus exponentially  outbreak well hashtag_eastasia,none_of_the_above
1278,rt china is top virus lab is wuhan center outbreak via hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
1279,follow hashtag_s social media kinds news outlets reporting can read follow hashtag_s hashtag_virus  hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus stay safe hope do get god bless,none_of_the_above
1280,rt wuhan china  hashtag_eastasiavirus hashtag_eastasiavirus could infect chinese city hashtag_eastasia alone next two weeks early february according new study researchers,none_of_the_above
1281,snakes could source wuhan coronavirus outbreak hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia hashtag_virus hashtag_virus hashtag_eastasiavirus ,none_of_the_above
1282,cny gala rescheduled omaha due outbreak wuhan coronavirus performing art group has decided reschedule visit north america including performance omaha rescheduling date has yet determined hashtag_eastasiavirus,none_of_the_above
1283,rt read video showing hashtag_eastasia hospital with corpses left corridor seems check also govt pays hashtag_virusothercountry patient confirmation patient pays rmb per day can afford goes home undiagnosed,none_of_the_above
1284,is china going have pay royalties outbreak patented virus among constituents is public domain  hashtag_virus hashtag_virus ,entity_directed_hostility
1285,after sars is hong kong prepared another deadly hashtag_virus outbreak unlikely with carrie lam charge  hashtag_eastasia hashtag_eastasia ,entity_directed_criticism
1286,rt  number confirmed hashtag_eastasiavirus cases soars nearly says official afp,none_of_the_above
1287,respected hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,none_of_the_above
1288,rt wuhan china purportedly has two laboratories linked state sponsored biological warfare program  hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
1289,rt yo lil chinese people remember lil donnie is responsible coronavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
1290,yuen kwokyung saidthe infection rate new hashtag_virus is last days will last chance prevent virus spreading hashtag_eastasia  hashtag_eastasiavirus hashtag_eastasiavirus,none_of_the_above
1291,shame   hashtag_eastasiavirus hashtag_eastasiavirus,none_of_the_above
1292,two cases us total hk might add  hashtag_eastasiavirus  hashtag_virusothercountry,none_of_the_above
1293,rt cases confirmed  hashtag_eastasia hashtag_eastasiavirus hashtag_virus hashtag_eastasia hashtag_virus hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia    hashtag_eastasia hashtag_eastasia hashtag_eastasia      ,none_of_the_above
1294,rt cue record everybody hashtag_eastasiavirus fighting ,none_of_the_above
1295,rt coronavirus outbreak wuhan streets nearly deserted amid coronavirus fears   ,none_of_the_above
1296,china says new confirmed cases coronavirus number deaths surge well   ,none_of_the_above
1297,china is lack transparency president xi winnie pool open green light stop virus numbers people increase hundred can see hide true figures hashtag_eastasia hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
1298,rt doc videos k wuhan ground zer infected hashtag_eastasiavirus hashtag_virus  hashtag_virusothercountry hashtag_virus  hashtag_eastasiavirus hashtag_eastasiavirus         ino,none_of_the_above
1299,lower end estimated number infections with hashtag_virusothercountry hashtag_eastasiavirus feb,none_of_the_above
1300,china is lack transparency president xi winnie pool open green light stop virus numbers people increase hundred can see hide true figures hashtag_eastasia hashtag_eastasiavirus,entity_directed_criticism
1301,betrayed hong kong people go hell traitors prohibit mainlanders entry  hashtag_virusothercountry hashtag_eastasiavirus,entity_directed_hostility
1302,rt building firewall great wall is thing government good hashtag_virus hashtag_eastasiavirus hashtag_virusothercountry hashtag_virusothercountry,entity_directed_hostility
1303,wuhan virus is natural disaster outbreak quick spread are caused misgovernance limited press freedom limited access real information    ,entity_directed_criticism
1304,wuhan lockdown leads empty streets train stations hotels  hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virusothercountry   hashtag_virus hashtag_eastasia,none_of_the_above
1305, hashtag_eastasia deploys military medical staff virus epicentre hashtag_eastasia death toll jumps ,none_of_the_above
1306,rt meanwhile china nighttime internet curfew is applied population city already suffering deadly virus outbreak placed strict quarantine explain shit  hashtag_eastasiavirus,none_of_the_above
1307,doctor dies wuhan coronavirus death toll confirmed cases rise   ,none_of_the_above
1308,rt wuhan people is telling world truth city wuhan people keep posting weibo ccp keep deleting media should monitor weibo like livebroadcast world needs truth  hashtag_eastasiavirus,entity_directed_criticism
1309,china build bed hospital weekend treat coronavirus patients hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia  hashtag_virus,none_of_the_above
1310,rt two possible cases coronavirus far valley north dakota   ,none_of_the_above
1311,rt colorado has first potential case wuhan coronavirus   ,none_of_the_above
1312,hashtag_eastasiavirus hashtag_eastasia is terrorist,none_of_the_above
1313,spread deadly wuhan virus has locked major cities china hashtag_virusothercountry hashtag_eastasiavirus,none_of_the_above
1314,rt im stupid bitch love conspiracy theories hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus,none_of_the_above
1315,hashtag_virus hashtag_eastasiavirus map updated soon,none_of_the_above
1316,seems hashtag_virus outbreak wuhan china is reaching alarming proportions hope pray outbreak is contained casualties are minimized   ,none_of_the_above
1317,do need official information thing happen street  hashtag_virusothercountry,none_of_the_above
1318,hashtag_eastasia p lab found new coronavirus started experiment massacre community dare humanity  ,entity_directed_hostility
1319,still yet close border foreign cases are coming communist government keep border open countries should really consider block passengers  hashtag_eastasiavirus,entity_directed_criticism
1320,rt source hubei xiangyang secondary town close wuhan told condition might worse wuhan situation extreme shortage medical supply  ,none_of_the_above
1321,last update death toll confirmed cases suspected cases  hashtag_virus hashtag_eastasiavirus   hashtag_virus,none_of_the_above
1322,rt story hashtag_eastasiavirus reminds chernobyl cover initially early december ppl raised concerns spread new sars wuhan were detained issue were pushed side fake news local gov,entity_directed_criticism
1323,hashtag_ with garbage far is hashtag_eastasiavirus,none_of_the_above
1324,china has called troops million affected quarantine  hashtag_eastasiavirus hea th,none_of_the_above
1325,rt reminder cut masks half people are collecting selling used masks china hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasia ,none_of_the_above
1326,are doing  hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus ,none_of_the_above
1327,chinese wuhan coronavirus new spanish flu   hashtag_eastasia hashtag_eastasia hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus ,none_of_the_above
1328,believe are many died diagnosed casualities should far announced hashtag_eastasia every sense  hashtag_eastasiavirus,none_of_the_above
1329,unconfirmed hashtag_eastasiavirus news  sending fully armed  hashtag_eastasia soldiers were injected with adrenaline are going wuhan kill are new medical supply sending wuhan hashtag_eastasia cut internet ,entity_directed_hostility
1330,rt chinese gov tbacked media turns focus away deadly pneumonia outbreak   ,entity_directed_hostility
1331,always remember protect urself n ur family terrible situation pls resticit chinese immigration hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia u have idea has hashtag_eastasia have get touch with hashtag_eastasiavirus,entity_directed_hostility
1332,rt go verify wuhan virus has exactly envelop protein bat virus found genetically modified chinese military lab chinese government is evil murder hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virusothercountry hashtag_eastasia,entity_directed_hostility
1333,resident evil chinese communism writes dr sutherland macneill hashtag_virus hashtag_eastasiavirus ,entity_directed_hostility
1334,rt conservative estimate hashtag_eastasia cover true extent  virus riddled provinces  hashtag_virus hashtag_eastasiavirus     ,entity_directed_criticism
1335,china people often eat animals birds have declared forbidden islam is coronoa virus has spread china today  hashtag_eastasiavirus,entity_directed_hostility
1336,rt hashtag_eastasia weibo wuhan hospitals are full cases are confirmed meaning are treated treated don count cases hashtag_eastasiavirus is china deals with outbreak is turns global epidemic,entity_directed_criticism
1337,dont politicize hashtag_eastasiavirus hate ccp us beg pardon also raise grievances against hk govt,entity_directed_criticism
1338,rt yesterday children made wills hashtag_eastasia today medical frontliners made wills   hashtag_eastasia can protect ppl is supposed job  hashtag_eastasiavirus,entity_directed_criticism
1339,rt course hashtag_eastasia regime is lying hashtag_virus people are dropping wouldead streets zombieland china is evil hashtag_eastasiaviruswuhanvirus hashtag_virusothercountry ,entity_directed_hostility
1340,rt pathetic stupid are bloody country devoid humanity  hashtag_eastasiavirus  hashtag_virusothercountry hashtag_eastasia hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
1341,given nature emergency can afford have hashtag_eastasia intimidating public health officials world health organization anywhere else hashtag_eastasiavirus hashtag_virusothercountry,entity_directed_hostility
1342,rt dear world do trust hashtag_eastasia do want die hashtag_eastasiavirus urge gov taking immediate measure people china,entity_directed_hostility
1343,rt hashtag_eastasias influence multilateral institutions including world health organization is generally malign beijing is almost certainly responsible paralyzing least temporarily critical time hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
1344,weibo evil hk police encourage mainlanders with hashtag_eastasiavirus hashtag_eastasiavirus flee hk medical treatment obviously want help spread hashtag_virusothercountry hk add burden poor medics hashtag_eastasia hashtag_eastasia,entity_directed_hostility
1345,rt pathetic stupid are bloody country devoid humanity  hashtag_eastasiavirus  hashtag_virusothercountry hashtag_eastasia hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
1346,rt is suspicious even purposely spread via hong kong hashtag_eastasiavirus hashtag_eastasia is terrorist,entity_directed_hostility
1347,damn brain chinese people hashtag_virus hashtag_eastasiavirus       ,entity_directed_hostility
1348,many surveillance cameras people brutal criminal regime spying empty streets mill   camps thousands prisoners executed organ harvesting  hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_virus hashtag_virus  hashtag_eastasia ,entity_directed_hostility
1349, subservient hashtag_eastasia do anything stop hashtag_eastasiavirus spreading hashtag_eastasia frighten independence deaths,entity_directed_hostility
1350,disgrace is dog meat trade hashtag_eastasia      hashtag_eastasia  hashtag_eastasiavirus   ,entity_directed_hostility
1351,crazy china ppls can feeding baby with tadpole  hashtag_eastasiavirus  hashtag_eastasia,entity_directed_hostility
1352,urgent can see msg pls help ers against hashtag_virusothercountry due unrest hashtag_eastasia  tyranny does allow masks shipped despite censorship  is murder,entity_directed_hostility
1353,rt hong kong police add sufferings hong kong people even critical period hashtag_eastasiavirus hashtag_virusothercountry hk govt police do care public safety even world requests everyone staying healthy possible,entity_directed_criticism
1354,hope is truth cities blocked china should people were infected look actions china authority infected people should tons still hope won cause many dead hashtag_eastasiavirus hashtag_virusothercountry,entity_directed_criticism
1355,rt chinese reporter dana cheng is hashtag_eastasia whatever  govmt announces have put least zero behind it hashtag_eastasiavirus hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia hashtag_eastasia,entity_directed_criticism
1356,rt is really sad hong kong  day carrie lam usual denied taking immediate action hashtag_eastasiavirus infected hashtag_eastasia chinese people are escaping hk gov refuses block border  fired tear gas mongkok sick bastards,entity_directed_hostility
1357,according chinese horoscope year is year rat hmm is related phenomenon   hashtag_eastasia hashtag_eastasiavirus,entity_directed_hostility
1358,rt can china run medicine care patients country is vast reckon are lies told infection rates amount infected  hashtag_virus hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
1359,hashtag_eastasia perspective face outweighs everything result hashtag_eastasia defends puppet master is face denying importance wearing  chinazi is exporting worldclass virus    ,entity_directed_hostility
1360,rt global safety is dependent upon china reporting hashtag_virus deaths transparently underreporting  listen watch,entity_directed_criticism
1361,rt hashtag_virus spread news world let world see evil incapable tyranny is is hashtag_eastasias chernobyl god bless hashtag_eastasia     ,entity_directed_hostility
1362,million quarantined china evidence mounts communist govt covering true death toll scale pandemic    ,entity_directed_criticism
1363,confirmed case yesterday country have reported governments china is lying look countries virus is already hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia ,entity_directed_criticism
1364,rt wuhan coronavirus has hit xinjiang china has imprisoned least million uighur muslims filthy detention camps will make inmates sitting ducks   hashtag_,entity_directed_criticism
1365,malaysia should ban china citizens coming malaysia virus can cured yet  hashtag_eastasiavirus hashtag_virus ,entity_directed_hostility
1366,hashtag_virus china facing short protective gear one hospital staff member claims healthcare workers have resorted wearing diapers work avoid remove hazmat suits say are short supply hashtag_eastasiavirus,entity_directed_criticism
1367,realized nobody should ordering anything made china calms went online order blue doctors masks amazon has taken brands did sell hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasia,entity_directed_hostility
1368,hashtag_eastasia gov hashtag_eastasia gov never tell truth  gov still allow hashtag_eastasia go hashtag_eastasia means hashtag_eastasiavirus can come hk go foreign country,entity_directed_hostility
1369,ugh  confirms deaths hashtag_virus spreads multiple countries should have never let travel outside china hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
1370,rt hashtag_eastasia are really useless chan kinpor member legislative council hong kong is son bitch dare can say something like idiot    ,entity_directed_hostility
1371,yeah maybe shouldn buy eat koalas wolf cubs  hashtag_eastasiavirus,entity_directed_hostility
1372,rt do expect people are eating live new born mice aborted babies bat soup healthy fine   ,entity_directed_hostility
1373,meanwhile hk govt ban importing masks is planning killing civilians ,entity_directed_hostility
1374,is high chance ccp know virus since apr is old news mentioning source  hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus ,entity_directed_criticism
1375,hashtag_eastasia boasting total surveillance ai tech could track everyone big bro know n with u comes hashtag_eastasiavirus u got paper forms without verification n transcribe one  total incompetence,entity_directed_criticism
